,GoogleMapsAddress,TimeCrawled,PostalCode,Latitude,Longitude,StreetNumber,StreetAddress,Neighborhood,Borough,County,State,PostalSuffix,CurrentOverallRanking,PlaceID,OutageCustomers,Problem,CrewStatus,Cause,UniqueID,DateCrawled,TimeStampCrawled,DateFixed
66468,35 ROLLING HILLS LA,27:53.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-13T04:00:00.000Z,1665707274,2022-10-14T18:27:25.000Z
66479,37 ROLLING HILLS LA,39:55.0,,40.7576894,-73.9222454,,37th Street,,Queens,Queens County,New York,,,ChIJLXO6DUBfwokRRnM4izfbxJ4,1,Area Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-13T04:00:00.000Z,1665704395,2022-10-14T18:27:27.000Z
66480,370,37:44.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,2,Building Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-13T04:00:00.000Z,1665693464,2022-10-14T18:27:27.000Z
66481,376 ILLINGTON RD,45:23.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-13T04:00:00.000Z,1665719123,2022-10-14T18:27:28.000Z
66484,383 ILLINGTON RD,45:23.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-13T04:00:00.000Z,1665719123,2022-10-14T18:27:28.000Z
66485,398 ILLINGTON RD,47:53.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-13T04:00:00.000Z,1665719274,2022-10-14T18:27:29.000Z
66489,417,02:11.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,2,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-13T04:00:00.000Z,1665694932,2022-10-14T18:27:32.000Z
66490,441,27:14.0,,43.130272,-77.4101672,,New York 441,,,,New York,,,ChIJuaMURQjN1okRlamK77VkduA,2,Partial Outage,Crews have arrived and are making repairs. Power will be restored as soon as possible.,We'll provide details when we complete the investigation.,1,2022-10-13T04:00:00.000Z,1665696435,2022-10-14T18:27:33.000Z
66500,471,53:10.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,2,Building Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-13T04:00:00.000Z,1665697991,2022-10-14T18:27:35.000Z
66600,704 LOUIS ST,25:04.0,,40.6302476,-74.0867102,,Louis Street,Mid Island,Staten Island,Richmond County,New York,,,ChIJo562OUhOwokRYEUCd-Mml-c,1,Area Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,Emergency Repairs,1,2022-10-13T04:00:00.000Z,1665638704,2022-10-14T18:28:08.000Z
66601,712 LOUIS ST,25:04.0,,40.6302476,-74.0867102,,Louis Street,Mid Island,Staten Island,Richmond County,New York,,,ChIJo562OUhOwokRYEUCd-Mml-c,1,Area Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,Emergency Repairs,1,2022-10-13T04:00:00.000Z,1665638705,2022-10-14T18:28:08.000Z
66602,715 LOUIS ST,25:04.0,,40.6302476,-74.0867102,,Louis Street,Mid Island,Staten Island,Richmond County,New York,,,ChIJo562OUhOwokRYEUCd-Mml-c,1,Area Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,Emergency Repairs,1,2022-10-13T04:00:00.000Z,1665638705,2022-10-14T18:28:08.000Z
66603,716 LOUIS ST,25:04.0,,40.6302476,-74.0867102,,Louis Street,Mid Island,Staten Island,Richmond County,New York,,,ChIJo562OUhOwokRYEUCd-Mml-c,1,Area Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,Emergency Repairs,1,2022-10-13T04:00:00.000Z,1665638704,2022-10-14T18:28:08.000Z
66604,719 LOUIS ST,18:19.0,,40.6302476,-74.0867102,,Louis Street,Mid Island,Staten Island,Richmond County,New York,,,ChIJo562OUhOwokRYEUCd-Mml-c,1,Area Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,Emergency Repairs,1,2022-10-13T04:00:00.000Z,1665641900,2022-10-14T18:28:09.000Z
66605,723 LOUIS ST,25:04.0,,40.6302476,-74.0867102,,Louis Street,Mid Island,Staten Island,Richmond County,New York,,,ChIJo562OUhOwokRYEUCd-Mml-c,1,Area Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,Emergency Repairs,1,2022-10-13T04:00:00.000Z,1665638705,2022-10-14T18:28:09.000Z
66606,724 LOUIS ST,25:03.0,,40.6302476,-74.0867102,,Louis Street,Mid Island,Staten Island,Richmond County,New York,,,ChIJo562OUhOwokRYEUCd-Mml-c,1,Area Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,Emergency Repairs,1,2022-10-13T04:00:00.000Z,1665638704,2022-10-14T18:28:09.000Z
66681,99,06:45.0,,40.6652935,-73.8343275,,99th Street,,Queens,Queens County,New York,,,ChIJ-5RyeVhnwokRCXQmlfs1rN0,97,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-13T04:00:00.000Z,1665716806,2022-10-14T18:28:27.000Z
66686,120,13:58.0,,40.6859925,-73.8230086,,120th Street,,Queens,Queens County,New York,,,ChIJZ2_mJU9nwokRCgwekwRPdXs,2,Area Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-12T04:00:00.000Z,1665602039,2022-10-14T18:26:49.000Z
66704,18 ALEXANDER LA,02:37.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-12T04:00:00.000Z,1665586957,2022-10-14T18:26:58.000Z
66737,19,36:05.0,,40.7807263,-73.9186172,,19th Street,Ditmars Steinway,Queens,Queens County,New York,,,ChIJz-x9ulpfwokRrA0z5zglUgw,2,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-12T04:00:00.000Z,1665592566,2022-10-14T18:27:01.000Z
66787,26,57:52.0,,40.777202,-73.9150901,,26th Street,,Queens,Queens County,New York,,,ChIJGWb7A11fwokRr7rY6zW_p1o,1,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-12T04:00:00.000Z,1665626272,2022-10-14T18:27:11.000Z
66837,36,21:54.0,,40.7601087,-73.9214126,,36th Street,,Queens,Queens County,New York,,,ChIJp_MKfD9fwokRhKsQul5VBMo,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-12T04:00:00.000Z,1665580915,2022-10-14T18:27:27.000Z
66840,37,53:25.0,,40.7576894,-73.9222454,,37th Street,,Queens,Queens County,New York,,,ChIJLXO6DUBfwokRRnM4izfbxJ4,2,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-12T04:00:00.000Z,1665618806,2022-10-14T18:27:27.000Z
66846,43,32:55.0,,40.7601029,-73.9147768,,43rd Street,,Queens,Queens County,New York,,,ChIJvSVF_BZfwokRVtFdb1ABfpc,2,Partial Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-12T04:00:00.000Z,1665570776,2022-10-14T18:27:32.000Z
66847,44,05:50.0,,40.6428025,-73.9974554,,44th Street,,Brooklyn,Kings County,New York,,,ChIJuf1iz81awokRkdkirDYS_oY,3,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-12T04:00:00.000Z,1665572751,2022-10-14T18:27:33.000Z
67250,12,46:18.0,,40.763219,-73.9376519,,12th Street,,Queens,Queens County,New York,,,ChIJia9ZYstYwokRS93id9ZwjAA,1,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-11T04:00:00.000Z,1665470779,2022-10-14T21:29:04.000Z
67311,30 SPRINGVALE RD,36:56.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-11T04:00:00.000Z,1665509817,2022-10-14T18:27:18.000Z
67341,42,25:51.0,,40.7602629,-73.9157371,,42nd Street,,Queens,Queens County,New York,,,ChIJPSswEGtfwokRMy9apFcvD3Y,2,Area Outage,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-11T04:00:00.000Z,1665505551,2022-10-14T18:27:32.000Z
67344,45,06:21.0,,40.7560956,-73.7793278,,45th Drive,,Queens,Queens County,New York,,,ChIJVaDePNthwokR8VamRLzokZg,2,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-11T04:00:00.000Z,1665507982,2022-10-14T18:27:34.000Z
67431,83 LEICESTER ST,27:56.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,Equipment Problem,1,2022-10-11T04:00:00.000Z,1665520076,2022-10-14T18:28:21.000Z
67444,1005 NINE ACRES LA,07:29.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-10T04:00:00.000Z,1665407249,2022-10-10T17:15:05.000Z
67446,1015 NINE ACRES LA,07:30.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-10T04:00:00.000Z,1665407250,2022-10-10T17:15:05.000Z
67453,11,21:44.0,,40.7531943,-73.9467457,,11th Street,,Queens,Queens County,New York,,,ChIJ5UjzaSZZwokRx0bgBXdW8YA,1,Area Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-10T04:00:00.000Z,1665400905,2022-10-10T17:15:05.000Z
67466,13,51:22.0,,40.7568983,-73.9408705,,13th Street,,Queens,Queens County,New York,,,ChIJ1YcgBM1YwokRV9Aq4cXWZmo,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,Equipment Problem,1,2022-10-10T04:00:00.000Z,1665438683,2022-10-14T18:26:50.000Z
67478,14,49:15.0,,40.7671732,-73.9328996,,14th Street,,Queens,Queens County,New York,,,ChIJT6vvdzVfwokRyFA541NAEKM,2,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-10T04:00:00.000Z,1665442155,2022-10-14T18:26:52.000Z
67484,144 BATTEN RD,23:17.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-10T04:00:00.000Z,1665433397,2022-10-14T18:26:53.000Z
67488,146 BARON DE RD CROMPOND,04:46.0,,41.2897481,-73.8368922,,,,,Westchester County,New York,,,ChIJj12WZSG2wokR9UAYjzg_6xY,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,Equipment Problem,1,2022-10-10T04:00:00.000Z,1665414287,2022-10-14T15:26:06.000Z
67492,15,59:26.0,,40.7851704,-73.7998435,,15th Drive,,Queens,Queens County,New York,,,ChIJfT6LOpSKwokRJuozJbv6pp4,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-10T04:00:00.000Z,1665442766,2022-10-14T18:26:55.000Z
67497,16 MUSGRAVE ST,05:51.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,Equipment Problem,1,2022-10-10T04:00:00.000Z,1665439551,2022-10-14T18:26:56.000Z
67511,17,32:22.0,,40.660925,-73.986644,,17th Street,,Brooklyn,Kings County,New York,,,ChIJLSMrbuFawokRyCGLo5pzWvc,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-10T04:00:00.000Z,1665433942,2022-10-14T18:26:57.000Z
67546,27,30:47.0,,40.6544695,-73.9212228,,New York 27,,,,New York,,,ChIJzRpw-SRbwokRvD389N5pjSA,2,Building Outage,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-10T04:00:00.000Z,1665437448,2022-10-14T18:27:12.000Z
67579,32,22:41.0,,40.7660046,-73.9209969,,32nd Street,,Queens,Queens County,New York,,,ChIJaf-IpjhfwokRJ3Gfw2SKurE,1,Partial Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,Equipment Problem,1,2022-10-10T04:00:00.000Z,1665444161,2022-10-14T18:27:19.000Z
67581,33,47:42.0,,40.7661397,-73.9197859,,33rd Street,,Queens,Queens County,New York,,,ChIJpfEeVT9fwokR5hDoDz1u5Rs,2,Building Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-10T04:00:00.000Z,1665442063,2022-10-14T18:27:20.000Z
67621,5,34:55.0,,40.6222529,-74.1897225,,5th Street,Bloomfield,Staten Island,Richmond County,New York,,,ChIJSfigXuBMwokR5oWoCgr6oyk,1,No Lights,An outage has recently been reported in your area. Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-10T04:00:00.000Z,1665434096,2022-10-14T18:27:38.000Z
67631,59 BRAMBLEBUSH RD,26:47.0,,40.7127753,-74.0059728,,,,,,New York,,,ChIJOwg_06VPwokRYv534QaPC8g,1,Area Outage,Crews have been dispatched and should arrive soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-10T04:00:00.000Z,1665433608,2022-10-14T18:27:45.000Z
67660,661 CATHERINE ST,46:49.0,,40.7121323,-73.9969404,,Catherine Street,,Manhattan,New York County,New York,,,ChIJYRfy2iVawokRW_iUj2G2uIQ,1,No Lights,Crews will be dispatched soon. We'll provide additional information once it's available.,We'll provide details when we complete the investigation.,1,2022-10-10T04:00:00.000Z,1665434810,2022-10-14T18:28:03.000Z
